title,link,square_meters,rooms,price,date,district
ŞEYHBAYRAM MAHALLESİ DUBLEKS SATILIK,https://www.sahibinden.com/ilan/emlak-konut-satilik-seyhbayram-mahallesi-dubleks-satilik-1137284958/detay,315,5+1,3450000,11 Ocak 2024,YeşilyurtMerkez
MAHMUT BALTACIDAN TECDEDE PARKA CEPHELİ SATILIK 4+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-mahmut-baltacidan-tecdede-parka-cepheli-satilik-4-plus1-daire-1138363086/detay,225,4+1,3750000,13 Ocak 2024,YeşilyurtMerkez
SAHİBİNDEN SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-sahibinden-satilik-daire-1146956578/detay,210,4+1,3250000,11 Ocak 2024,YeşilyurtMerkez
SEFA TOKMAK'DAN POLİS EVİNİN YANINDA 1+1 FULL YAPILI SIFIR DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-sefa-tokmak-dan-polis-evinin-yaninda-1-plus1-full-yapili-sifir-daire-1142234857/detay,55,1+1,1350000,13 Ocak 2024,YeşilyurtMerkez
"SATILIK 4,5+1 DAİRE","https://www.sahibinden.com/ilan/emlak-konut-satilik-satilik-4,5-plus1-daire-1130174127/detay",260,4.5+1,2700000,11 Ocak 2024,YeşilyurtMerkez
SATILIK 2+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-satilik-2-plus1-daire-1094644735/detay,100,2+1,1620000,11 Ocak 2024,BattalgaziMerkez
Merkeze 5 dk Uzaklıkta Mükemmel Ötesi Yok Var Satılık 1+1 Geniş,https://www.sahibinden.com/ilan/emlak-konut-satilik-merkeze-5-sb2f-uzaklikta-mukemmel-otesi-yok-var-satilik-11-genis-846855526/detay,55,1+1,2700000,11 Ocak 2024,YeşilyurtMerkez
ENES IŞIK 'tan ÖZALPERDE HASARSIZ SIFIR DAİRELER,https://www.sahibinden.com/ilan/emlak-konut-satilik-enes-isik-tan-ozalperde-hasarsiz-sifir-daireler-1120821923/detay,175,3+1,3295000,11 Ocak 2024,YeşilyurtMerkez
Sahibinden satılık İstasyon Mahallesinde 3+1 Ev!!!! ACİL!!!!,https://www.sahibinden.com/ilan/emlak-konut-satilik-sahibinden-satilik-istasyon-mahallesinde-3-plus1-ev-acil-1120269059/detay,180,3+1,3300000,11 Ocak 2024,YeşilyurtMerkez
Sahibinden satılık Daire,https://www.sahibinden.com/ilan/emlak-konut-satilik-sahibinden-satilik-daire-1147163113/detay,95,3+1,760000,11 Ocak 2024,BattalgaziMerkez
zaviyede full yapılı satılık daire,https://www.sahibinden.com/ilan/emlak-konut-satilik-zaviyede-full-yapili-satilik-daire-1147160605/detay,120,3+1,1350000,11 Ocak 2024,BattalgaziMerkez
HASARSIZ SATILIK 2+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-hasarsiz-satilik-2-plus1-daire-1135643524/detay,110,2+1,1650000,11 Ocak 2024,BattalgaziMerkez
KOYUNOĞLU ÇUKURDERE MAHALLESİNDE SATILIK 3+1 DAİRE.,https://www.sahibinden.com/ilan/emlak-konut-satilik-koyunoglu-cukurdere-mahallesinde-satilik-3-plus1-daire-1144572508/detay,200,3+1,1545000,11 Ocak 2024,YeşilyurtMerkez
FIRAT MAHALLESİNDE ÇİFT BALKONLU ÖN CEPHE SATILIK 1+1,https://www.sahibinden.com/ilan/emlak-konut-satilik-firat-mahallesinde-cift-balkonlu-on-cephe-satilik-1-plus1-1134198807/detay,90,1+1,1300000,05 Ocak 2024,BattalgaziMerkez
MAHMUT BALTACIDAN FAHRİ KAYAHANDA MEGA LÜX SIFIR 6+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-mahmut-baltacidan-fahri-kayahanda-mega-lux-sifir-6-plus1-daire-1125669991/detay,340,5+1,6400000,13 Ocak 2024,YeşilyurtMerkez
TURYAP METROPOL'DEN BOSTANBAŞIN'DA 4+1 SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-turyap-metropol-den-bostanbasin-da-4-plus1-satilik-daire-1147519302/detay,220,4+1,1600000,13 Ocak 2024,Yeşilyurt
KINACI GAYRİMENKULDEN TECDE DE SATILIK 4+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-kinaci-gayrimenkulden-tecde-de-satilik-4-plus1-daire-1144564412/detay,240,4+1,3200000,11 Ocak 2024,YeşilyurtMerkez
BAŞHARIK'TA FIRSAT DAİRELER,https://www.sahibinden.com/ilan/emlak-konut-satilik-basharik-ta-firsat-daireler-1140370186/detay,145,2+1,1650000,04 Ocak 2024,BattalgaziMerkez
MAHMUT BALTACIDAN ÖZALPERDE MEGA LÜX DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-mahmut-baltacidan-ozalperde-mega-lux-daire-1118011343/detay,165,3+1,3450000,12 Ocak 2024,YeşilyurtMerkez
TURYAP'TAN BATTALGAZİ'DE SATILIK 3+1 YENİ DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-turyap-tan-battalgazi-de-satilik-3-plus1-yeni-daire-1124313428/detay,140,3+1,2175000,12 Ocak 2024,BattalgaziMerkez
DEĞER'DEN BATTALGAZİ VENKDE 4+1 ARA KAT SIFIR DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-deger-den-battalgazi-venkde-4-plus1-ara-kat-sifir-daire-1107287709/detay,220,4+1,2999000,11 Ocak 2024,BattalgaziMerkez
SÜPER LÜKS DAİRE ŞEHİR PARKI KARŞISI,https://www.sahibinden.com/ilan/emlak-konut-satilik-super-luks-daire-sehir-parki-karsisi-1147134077/detay,240,4+1,4050000,11 Ocak 2024,YeşilyurtMerkez
MİHRİBAN EMLAK.TA SATILIK 3+1 DAİRE KARAKAVAK MAH. ÇEVREYOLUNA Y,https://www.sahibinden.com/ilan/emlak-konut-satilik-mihriban-emlak.ta-satilik-3-plus1-daire-karakavak-mah-cevreyoluna-y-1147325201/detay,180,3+1,2200000,12 Ocak 2024,YeşilyurtMerkez
MUHTEŞEM LOKASYON 1+1 DAİRELER VE YÜKSEK KİRA GETİRİSİ!,https://www.sahibinden.com/ilan/emlak-konut-satilik-muhtesem-lokasyon-1-plus1-daireler-ve-yuksek-kira-getirisi-1147317960/detay,75,1+1,1400000,12 Ocak 2024,BattalgaziMerkez
4+1 satılık daire,https://www.sahibinden.com/ilan/emlak-konut-satilik-4-plus1-satilik-daire-1147125538/detay,210,4+1,4250000,11 Ocak 2024,BattalgaziMerkez
KOZ GAYRİMENKUL'dan TOKİDE 2+1 SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-koz-gayrimenkul-dan-tokide-2-plus1-satilik-daire-1122495145/detay,100,2+1,1150000,11 Ocak 2024,YeşilyurtMerkez
EMLAKCIMDAN YEŞİLTEPE YOLUNDA ERGENEKON KÖPRÜSÜ CİVARI 3+1,https://www.sahibinden.com/ilan/emlak-konut-satilik-emlakcimdan-yesiltepe-yolunda-ergenekon-koprusu-civari-3-plus1-1147120316/detay,175,3+1,2500000,11 Ocak 2024,YeşilyurtMerkez
TEMELDE DAİRE ÖRNEK DAİRE FOĞRAFLARI,https://www.sahibinden.com/ilan/emlak-konut-satilik-temelde-daire-ornek-daire-fograflari-1140163923/detay,180,3+1,4100000,11 Ocak 2024,YeşilyurtMerkez
3+1 LÜX YAŞAM ALANI,https://www.sahibinden.com/ilan/emlak-konut-satilik-3-plus1-lux-yasam-alani-1147095056/detay,180,3+1,2280000,11 Ocak 2024,Darende
Açık Otopark Hastalık Sebebiyle Satılık Fiyat Düştü! Bu Fiyata Yok! Var 3+1,https://www.sahibinden.com/ilan/emlak-konut-satilik-acik-otopark-hastalik-sebebiyle-satilik-fiyat-dustu-bu-fiyata-yok-sb2f-31-846886555/detay,140,3+1,1500000,04 Ocak 2024,YeşilyurtKöyler
HACI ABDİ MAHALLESİ'NDE HASARSIZ 3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-haci-abdi-mahallesi-nde-hasarsiz-3-plus1-daire-1115115731/detay,165,3+1,1490000,11 Ocak 2024,BattalgaziMerkez
SAHİBİNDEN 1+1 ESKİ DİŞ HASTANESİ TOKİ,https://www.sahibinden.com/ilan/emlak-konut-satilik-sahibinden-1-plus1-eski-dis-hastanesi-toki-1147045970/detay,60,1+1,785000,10 Ocak 2024,YeşilyurtMerkez
KINACI GAYRİMENKULDEN SAĞLAM ZEMİNDE SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-kinaci-gayrimenkulden-saglam-zeminde-satilik-daire-1144493641/detay,220,4+1,3100000,10 Ocak 2024,YeşilyurtMerkez
KINACI GAYRİMENKULDEN KARAGÖZ TOKİDE SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-kinaci-gayrimenkulden-karagoz-tokide-satilik-daire-1131688532/detay,100,2+1,1330000,10 Ocak 2024,YeşilyurtMerkez
ÖZGÜRDEN İNDERESİ TOKİDE HASARSIZ 3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-ozgurden-inderesi-tokide-hasarsiz-3-plus1-daire-1086233413/detay,160,3+1,1800000,10 Ocak 2024,BattalgaziMerkez
TURANLARDAN ...YAKINCA MANAS BABÜR SİTESİ SATILIK 3+1 DAİRE!!!!,https://www.sahibinden.com/ilan/emlak-konut-satilik-turanlardan...yakinca-manas-babur-sitesi-satilik-3-plus1-daire-1141580162/detay,180,3.5+1,1440000,10 Ocak 2024,YeşilyurtKöyler
İK GAYRİMENKUL'DEN CENGİZ TOPEL'DE SATILIK 3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-ik-gayrimenkul-den-cengiz-topel-de-satilik-3-plus1-daire-1118185155/detay,180,3+1,1500000,10 Ocak 2024,BattalgaziMerkez
TURYAP METROPOL'DEN HEKİMHAN MERKEZ'DE 3+1 SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-turyap-metropol-den-hekimhan-merkez-de-3-plus1-satilik-daire-1128721741/detay,180,3+1,1550000,10 Ocak 2024,Hekimhan
sahibinden acil satılık TOKİ Karagöz de 1+1 daire,https://www.sahibinden.com/ilan/emlak-konut-satilik-sahibinden-acil-satilik-toki-karagoz-de-1-plus1-daire-1147025408/detay,50,1+1,800000,10 Ocak 2024,YeşilyurtMerkez
"CB SAFİR'den YAKINCA HARZEMŞAH SİTESİ'nde 4,5+1 SATILIK DAİRE","https://www.sahibinden.com/ilan/emlak-konut-satilik-cb-safir-den-yakinca-harzemsah-sitesi-nde-4,5-plus1-satilik-daire-1135510534/detay",240,4.5+1,2250000,10 Ocak 2024,YeşilyurtKöyler
CB SAFİR'DEN SATILIK DUBLEKS 4+1 250 m2 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-cb-safir-den-satilik-dubleks-4-plus1-250-m2-daire-1123827268/detay,250,4+1,3150000,10 Ocak 2024,BattalgaziMerkez
EMEK'ten 2012 YAPIMI 3+1 170m.2 ARAÇ TAKASLI FIRSAT DAİRESİ,https://www.sahibinden.com/ilan/emlak-konut-satilik-emek-ten-2012-yapimi-3-plus1-170m.2-arac-takasli-firsat-dairesi-1141385233/detay,170,3+1,1400000,10 Ocak 2024,YeşilyurtMerkez
3+1 Mükemmel Ötesi Merkeze 5 dk Uzaklıkta Var Satılık Açık Otopark Merkezi Konum,https://www.sahibinden.com/ilan/emlak-konut-satilik-31-mukemmel-sb2f-merkeze-5-dk-uzaklikta-var-satilik-acik-otopark-merkezi-konum-846792028/detay,185,3+1,2160000,10 Ocak 2024,BattalgaziMerkez
SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-satilik-daire-1147013585/detay,135,3+1,1750000,10 Ocak 2024,BattalgaziMerkez
KANALBOYU EMLAK'TAN 2+1 AMERİKAN MUTFAKLI BAHÇE KATI,https://www.sahibinden.com/ilan/emlak-konut-satilik-kanalboyu-emlak-tan-2-plus1-amerikan-mutfakli-bahce-kati-1129459569/detay,70,2+1,1000000,10 Ocak 2024,BattalgaziMerkez
ANKA GAYRİMENKUL'DEN OLİMPİYAT KOLEJİ CİVARI SATILIK 4+1 DAİRE..,https://www.sahibinden.com/ilan/emlak-konut-satilik-anka-gayrimenkul-den-olimpiyat-koleji-civari-satilik-4-plus1-daire-1147185993/detay,230,4+1,1150000,11 Ocak 2024,Yeşilyurt
KINACI GAYRİMENKULDEN SATILIK ULTRA LÜKS DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-kinaci-gayrimenkulden-satilik-ultra-luks-daire-1133008299/detay,220,4+1,2800000,12 Ocak 2024,YeşilyurtKöyler
EMRE ALPAY'DAN TECDE ŞELALE CİVARINDA MUHTEŞEM KONUMDA 3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-emre-alpay-dan-tecde-selale-civarinda-muhtesem-konumda-3-plus1-daire-1144613882/detay,220,3+1,4500000,11 Ocak 2024,YeşilyurtMerkez
TURYAP METROPOL'DEN ÇİLESİZ'DE SATILIK 3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-turyap-metropol-den-cilesiz-de-satilik-3-plus1-daire-1105818759/detay,165,3+1,2390000,12 Ocak 2024,YeşilyurtMerkez
HASARSIZ SIFIR DAİRELER 2+1,https://www.sahibinden.com/ilan/emlak-konut-satilik-hasarsiz-sifir-daireler-2-plus1-1087951867/detay,100,2+1,2000000,10 Ocak 2024,BattalgaziMerkez
RE/MAX GÜNEŞ'TEN KANALBOYU'NDA SATILIK DUBLEX DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-re-max-gunes-ten-kanalboyu-nda-satilik-dublex-daire-1146980545/detay,220,3+1,4500000,10 Ocak 2024,BattalgaziMerkez
TURYAP METROPOL'DEN GÜNGÖR CADDESİN'DE 3+1 SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-turyap-metropol-den-gungor-caddesin-de-3-plus1-satilik-daire-1146986692/detay,185,3+1,2160000,10 Ocak 2024,YeşilyurtMerkez
TURANLARDAN. ..KARAKAVAK YÜZAKINDA FULL YAPILI 4+1 SATILIK DAİRE!,https://www.sahibinden.com/ilan/emlak-konut-satilik-turanlardan...karakavak-yuzakinda-full-yapili-4-plus1-satilik-daire-1129706454/detay,210,4+1,3400000,10 Ocak 2024,YeşilyurtMerkez
SAHİBİNDEN SATILIK ..HASARSIZ..TOKİ MDG BLOKLARINDA DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-sahibinden-satilik-hasarsiz..toki-mdg-bloklarinda-daire-1113537090/detay,140,3+1,1950000,10 Ocak 2024,BattalgaziMerkez
SAHİBİNDEN ULTRA LÜX SIFIR DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-sahibinden-ultra-lux-sifir-daire-1104265297/detay,170,3+1,3200000,10 Ocak 2024,BattalgaziMerkez
CB SAFİR'den GOLDPARK'da SATILIK 4+1 FIRSAT PREMIUM DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-cb-safir-den-goldpark-da-satilik-4-plus1-firsat-premium-daire-1141728090/detay,220,4+1,2000000,11 Ocak 2024,Yeşilyurt
___Şehir Emlak'tan Karagöz TOKİ'de Satılık 3+1 Daire___,https://www.sahibinden.com/ilan/emlak-konut-satilik-sehir-emlak-tan-karagoz-toki-de-satilik-3-plus1-daire-1147157836/detay,135,3+1,1575000,11 Ocak 2024,YeşilyurtMerkez
Zafer mahallesinde satılık 4+1 geniş daire,https://www.sahibinden.com/ilan/emlak-konut-satilik-zafer-mahallesinde-satilik-4-plus1-genis-daire-1135489522/detay,200,4+1,2700000,10 Ocak 2024,BattalgaziMerkez
FURKAN KELEŞ'TEN DİŞ HASTANESİ TOKİ'DE FULL EŞYALI 1+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-furkan-keles-ten-dis-hastanesi-toki-de-full-esyali-1-plus1-daire-1147353223/detay,55,1+1,715000,12 Ocak 2024,YeşilyurtMerkez
MY TREND GAYRİMENKULDEN ÜNİVERSİTE LOKASYONUNDA 1+1 RESİDENCE,https://www.sahibinden.com/ilan/emlak-konut-satilik-my-trend-gayrimenkulden-universite-lokasyonunda-1-plus1-residence-1141549358/detay,75,1+1,1250000,10 Ocak 2024,BattalgaziMerkez
Genç Girişim'den Full Yapılı 3+1 Satılık Daire,https://www.sahibinden.com/ilan/emlak-konut-satilik-genc-girisim-den-full-yapili-3-plus1-satilik-daire-1145780528/detay,155,3+1,1949000,04 Ocak 2024,YeşilyurtMerkez
GENÇ GİRİŞİM'DEN SATILIK HASARSIZ 2+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-genc-girisim-den-satilik-hasarsiz-2-plus1-daire-1135514825/detay,145,2+1,1775000,11 Ocak 2024,YeşilyurtMerkez
BiRiKİM'DEN MüSTAKİL TADINDA SIFIR 3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-birikim-den-mustakil-tadinda-sifir-3-plus1-daire-1135475430/detay,160,3+1,2500000,10 Ocak 2024,BattalgaziMerkez
SAHİBİNDEN ACİL 3+1,https://www.sahibinden.com/ilan/emlak-konut-satilik-sahibinden-acil-3-plus1-1146948519/detay,135,3+1,1610000,10 Ocak 2024,Doğanşehir
TECDE ANA CADDEDE SAHİBİNDEN SATILIK 4+1,https://www.sahibinden.com/ilan/emlak-konut-satilik-tecde-ana-caddede-sahibinden-satilik-4-plus1-1132929026/detay,220,4+1,2650000,10 Ocak 2024,YeşilyurtMerkez
FURKAN KELEŞ'DEN KOYUNOĞLUN'DA SIFIR 2+1 LANSMANA ÖZEL DAİRELER,https://www.sahibinden.com/ilan/emlak-konut-satilik-furkan-keles-den-koyunoglun-da-sifir-2-plus1-lansmana-ozel-daireler-1141316549/detay,120,2+1,1885000,10 Ocak 2024,YeşilyurtMerkez
acil satılık,https://www.sahibinden.com/ilan/emlak-konut-satilik-acil-satilik-1146933366/detay,140,3+1,1650000,10 Ocak 2024,BattalgaziMerkez
...İSTASYON YÜKSEK GİRİŞLİ 3+1 DAİRE ...,https://www.sahibinden.com/ilan/emlak-konut-satilik-istasyon-yuksek-girisli-3-plus1-daire-1129414785/detay,150,3+1,1950000,10 Ocak 2024,YeşilyurtMerkez
EMLAKCIMDAN TECDE YOLU CİVARI LÜX 4+1 SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-emlakcimdan-tecde-yolu-civari-lux-4-plus1-satilik-daire-1147116818/detay,230,4+1,3550000,11 Ocak 2024,YeşilyurtMerkez
BATUR GAYRİMENKUL'DEN KARAGÖZ TOKİ'DE SATILIK 2+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-batur-gayrimenkul-den-karagoz-toki-de-satilik-2-plus1-daire-1135715856/detay,95,2+1,1145000,12 Ocak 2024,YeşilyurtMerkez
KANALBOYU EMLAKTAN 2+1 SIFIR HASARSIZ LÜX SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-kanalboyu-emlaktan-2-plus1-sifir-hasarsiz-lux-satilik-daire-1122658000/detay,115,2+1,1750000,10 Ocak 2024,BattalgaziMerkez
KANALBOYU EMLAKTAN ANEMON HOTEL CİVARINDA 3+1 SATILIK LÜX DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-kanalboyu-emlaktan-anemon-hotel-civarinda-3-plus1-satilik-lux-daire-1104272810/detay,195,3+1,3250000,10 Ocak 2024,YeşilyurtKöyler
KANALBOYU EMLAKTAN 2+0 HASARSIZ SATILIK SIFIR LÜX DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-kanalboyu-emlaktan-2-plus0-hasarsiz-satilik-sifir-lux-daire-1141326649/detay,78,2+0,1300000,10 Ocak 2024,BattalgaziMerkez
MAHMUT BALTACIDAN EN PRESTİJLİ KONSEPTTE SATILIK MEGA LÜX DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-mahmut-baltacidan-en-prestijli-konseptte-satilik-mega-lux-daire-1133098742/detay,180,3+1,4000000,13 Ocak 2024,YeşilyurtMerkez
REFERANS'TAN ÇÖŞNÜK MAHALLESİ'NDE 4+1 SIFIR HASARSIZ DAİRELER,https://www.sahibinden.com/ilan/emlak-konut-satilik-referans-tan-cosnuk-mahallesi-nde-4-plus1-sifir-hasarsiz-daireler-1117219714/detay,180,4+1,2400000,10 Ocak 2024,BattalgaziMerkez
MURAT HATUN 'DAN KARAGÖZ TOKİ 'DE SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-murat-hatun-dan-karagoz-toki-de-satilik-daire-1146892645/detay,55,1+1,720000,10 Ocak 2024,YeşilyurtMerkez
EMRE ALPAY'DAN MUHTEŞEM KONUMDA 2+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-emre-alpay-dan-muhtesem-konumda-2-plus1-daire-1144348243/detay,135,2+1,2350000,10 Ocak 2024,BattalgaziMerkez
SATILIK TOKİ KONUTU 2+1 EŞYALI YENİ YAPI,https://www.sahibinden.com/ilan/emlak-konut-satilik-satilik-toki-konutu-2-plus1-esyali-yeni-yapi-1146426365/detay,80,2+1,1250000,10 Ocak 2024,Pütürge
ÖZGÜR'DEN MALATYA PARK CİVARI MERKEZİ KONUMDA SATILIK 2+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-ozgur-den-malatya-park-civari-merkezi-konumda-satilik-2-plus1-daire-1135338718/detay,90,2+1,1899000,10 Ocak 2024,YeşilyurtMerkez
ÖZGÜR'DEN SÜMERPARK CİVARI MÜKEMMEL KONUMDA SATILIK 2+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-ozgur-den-sumerpark-civari-mukemmel-konumda-satilik-2-plus1-daire-1135332000/detay,120,2+1,2199000,10 Ocak 2024,YeşilyurtMerkez
ÖZGÜR GAYRİMENKULDEN KARAKAVAK BÖLGESİNDE 4+1 LÜX SATILIK DAİRE!,https://www.sahibinden.com/ilan/emlak-konut-satilik-ozgur-gayrimenkulden-karakavak-bolgesinde-4-plus1-lux-satilik-daire-1135000941/detay,220,4+1,3099000,10 Ocak 2024,YeşilyurtMerkez
ŞEHİT FEVZİ SIFIR TOKİ,https://www.sahibinden.com/ilan/emlak-konut-satilik-sehit-fevzi-sifir-toki-1119378478/detay,125,3+1,2750000,09 Ocak 2024,BattalgaziMerkez
TURYAP METROPOL | AYIŞIĞI EVLERİ ARKASI GENİŞ 3+1 TOKİ DAİRESİ,https://www.sahibinden.com/ilan/emlak-konut-satilik-turyap-metropol-ayisigi-evleri-arkasi-genis-3-plus1-toki-dairesi-1147067325/detay,135,3+1,1600000,10 Ocak 2024,YeşilyurtMerkez
Satılık 2+1 sıfır daire full yapılı,https://www.sahibinden.com/ilan/emlak-konut-satilik-satilik-2-plus1-sifir-daire-full-yapili-1146838790/detay,125,2+1,2850000,09 Ocak 2024,YeşilyurtMerkez
MAHMUT BALTACIDAN GÜNGÖR CADDESİ CİVARINDA 4+1 LÜX DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-mahmut-baltacidan-gungor-caddesi-civarinda-4-plus1-lux-daire-1115326370/detay,220,4+1,4100000,10 Ocak 2024,YeşilyurtMerkez
"SAHİBİNDEN ""TUNEL KALIP"" SİS. TOKİ MODELİ DAİRE",https://www.sahibinden.com/ilan/emlak-konut-satilik-sahibinden-tunel-kalip-sis-toki-modeli-daire-1103470024/detay,165,3+1,2275000,09 Ocak 2024,Yeşilyurt
Turyaptan satılık Sürgüde 2+0 daire,https://www.sahibinden.com/ilan/emlak-konut-satilik-turyaptan-satilik-surgude-2-plus0-daire-1134785549/detay,80,2+0,1450000,09 Ocak 2024,DoğanşehirSürgü
BİRİKİM'den Yeşiltepede fırsat daire,https://www.sahibinden.com/ilan/emlak-konut-satilik-birikim-den-yesiltepede-firsat-daire-1129046716/detay,100,2+1,1670000,09 Ocak 2024,YeşilyurtMerkez
BİRİKİM'den az katlı koyunoğlunda daireler,https://www.sahibinden.com/ilan/emlak-konut-satilik-birikim-den-az-katli-koyunoglunda-daireler-1103430020/detay,160,3+1,2499000,09 Ocak 2024,YeşilyurtMerkez
CB SAFİR'den PAŞAKÖŞKÜ'nde FULL YAPILI 2+1 SATILIK FIRSAT DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-cb-safir-den-pasakosku-nde-full-yapili-2-plus1-satilik-firsat-daire-1146773000/detay,135,2+1,1875000,09 Ocak 2024,BattalgaziMerkez
TURYAP METROPOL'DEN ZAVİYE'DE SATILIK 3.5+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-turyap-metropol-den-zaviye-de-satilik-3.5-plus1-daire-1111611416/detay,200,3.5+1,2500000,09 Ocak 2024,YeşilyurtMerkez
Ara kat eşyalı daire,https://www.sahibinden.com/ilan/emlak-konut-satilik-ara-kat-esyali-daire-1143046742/detay,85,2+1,1600000,09 Ocak 2024,BattalgaziMerkez
YAVUZ SELİM TOKI DE SATILIK 1+1 FULL YAPILI DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-yavuz-selim-toki-de-satilik-1-plus1-full-yapili-daire-1132427221/detay,55,1+1,725000,12 Ocak 2024,YeşilyurtMerkez
TURYAP METROPOL'DEN ÇİFTLİK CADDESİN'DE SATILIK 3+1 DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-turyap-metropol-den-ciftlik-caddesin-de-satilik-3-plus1-daire-1142035350/detay,165,3+1,1875000,12 Ocak 2024,Yeşilyurt
ÖZGÜR'DEN PAŞAKÖŞKÜ'NDE CAZİP 1+1 SATILIK DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-ozgur-den-pasakosku-nde-cazip-1-plus1-satilik-daire-1138393406/detay,85,1+1,1099000,09 Ocak 2024,BattalgaziMerkez
EMEK'ten PAŞAKÖŞKÜ'nde 3+1 ARA-kat 8 YAŞINDA ASANSÖRLÜ,https://www.sahibinden.com/ilan/emlak-konut-satilik-emek-ten-pasakosku-nde-3-plus1-ara-kat-8-yasinda-asansorlu-1123832179/detay,160,3+1,1800000,09 Ocak 2024,BattalgaziMerkez
FURKAN KELEŞ'DEN YAKINCADA 3+1 ULTRA LÜKS DAİRELER,https://www.sahibinden.com/ilan/emlak-konut-satilik-furkan-keles-den-yakincada-3-plus1-ultra-luks-daireler-1106593486/detay,210,3+1,2750000,09 Ocak 2024,YeşilyurtKöyler
GALATADAN PAŞAKÖŞKÜNDE 3+1 165 m2,https://www.sahibinden.com/ilan/emlak-konut-satilik-galatadan-pasakoskunde-3-plus1-165-m2-1126077656/detay,195,3+1,1775000,09 Ocak 2024,BattalgaziMerkez
Sarıcıoğlunda satılık sıfır daire,https://www.sahibinden.com/ilan/emlak-konut-satilik-saricioglunda-satilik-sifir-daire-1146768091/detay,90,2+1,1575000,09 Ocak 2024,BattalgaziMerkez
SAHİBİNDEN,https://www.sahibinden.com/ilan/emlak-konut-satilik-sahibinden-1106150936/detay,280,4+1,5850000,09 Ocak 2024,BattalgaziMerkez
TURANLARDAN. ..YAKINCADA FULL YAPILI SATILIK DAİRE!!!,https://www.sahibinden.com/ilan/emlak-konut-satilik-turanlardan...yakincada-full-yapili-satilik-daire-1128715502/detay,180,3+1,2630000,10 Ocak 2024,YeşilyurtKöyler
YAVUZSELİM MAH.SİTE İÇİ 3+1 175M2 ARAKAT MANZARALI SIFIR DAİRE,https://www.sahibinden.com/ilan/emlak-konut-satilik-yavuzselim-mah.site-ici-3-plus1-175m2-arakat-manzarali-sifir-daire-1146766349/detay,175,3+1,2300000,09 Ocak 2024,YeşilyurtMerkez
